rok,dziedzina,poczta,wojewodztwo,Longitude,Latitude
1997,historia,Poznań,wielkopolskie,16.899,52.413
1997,matematyka,Gdańsk,pomorskie,18.611,54.387
1997,chemia,Warszawa,mazowieckie,21.180,52.190
1997,fizyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Sieradz,łódzkie,18.730,51.596
1997,humanistyka,Jeżewo,kujawsko-pomorskie,18.352,53.521
1997,matematyka,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Lubin,dolnośląskie,16.194,51.404
1997,matematyka,Konstancin-Jeziorna,mazowieckie,21.107,52.081
1997,humanistyka,Warszawa,mazowieckie,20.952,52.273
1997,matematyka,Chorzów,śląskie,18.955,50.297
1997,humanistyka,Warszawa,mazowieckie,20.952,52.273
1997,historia,Krosno,podkarpackie,21.766,49.682
1997,fizyka,Warszawa,mazowieckie,21.180,52.190
1997,fizyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,astronomia,Toruń,kujawsko-pomorskie,18.598,53.014
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,chemia,Kłaj,małopolskie,20.298,49.981
1997,fizyka,Legnica,dolnośląskie,16.155,51.207
1997,humanistyka,Rzeszów,podkarpackie,22.058,50.032
1997,matematyka,Białystok,podlaskie,23.144,53.112
1997,technika,Białystok,podlaskie,23.144,53.112
1997,matematyka,Rzeszów,podkarpackie,22.058,50.032
1997,fizyka,Sochaczew,mazowieckie,20.295,52.263
1997,matematyka,Warszawa,mazowieckie,20.952,52.273
1997,historia,Hrubieszów,lubelskie,23.891,50.805
1997,filozofia,Gdańsk,pomorskie,18.611,54.387
1997,plastyka,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Chrzanów,małopolskie,19.400,50.135
1997,plastyka,Białystok,podlaskie,23.144,53.112
1997,biologia,Ozimek  Antoniów,opolskie,18.237,50.699
1997,humanistyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,fizyka,Katowice,śląskie,19.023,50.276
1997,biologia,Sieradz,łódzkie,18.730,51.596
1997,plastyka,Kalisz,wielkopolskie,18.085,51.767
1997,plastyka,Kalisz,wielkopolskie,18.085,51.767
1997,informatyka,Gdynia,pomorskie,18.509,54.526
1997,biologia,Szczecin,zachodniopomorskie,14.590,53.469
1997,matematyka,Koszalin,zachodniopomorskie,16.226,54.187
1997,historia,Wrocław,dolnośląskie,17.029,51.103
1997,matematyka,Warszawa,mazowieckie,20.952,52.273
1997,fizyka,Warszawa,mazowieckie,20.952,52.273
1997,historia,Police,zachodniopomorskie,14.559,53.510
1997,historia,Bolesławiec,dolnośląskie,15.566,51.266
1997,filozofia,Bolesławiec,dolnośląskie,15.566,51.266
1997,nauki społeczne,Jaworzno,śląskie,19.274,50.205
1997,chemia,Jaworzno,śląskie,19.274,50.205
1997,matematyka,Poznań,wielkopolskie,16.899,52.413
1997,biologia,Radom,mazowieckie,21.147,51.403
1997,chemia,Radom,mazowieckie,21.147,51.403
1997,fizyka,Jelenia Góra,dolnośląskie,15.719,50.904
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,biologia,Niechcice,łódzkie,19.585,51.271
1997,matematyka,Stalowa Wola,podkarpackie,22.054,50.583
1997,astronomia,Podgórzyn,dolnośląskie,15.674,50.829
1997,historia,Skierniewice,łódzkie,20.158,51.955
1997,biologia,Zduńska Wola,łódzkie,18.939,51.599
1997,biologia,Nowy Sącz,małopolskie,20.715,49.617
1997,historia,Chrzanów,małopolskie,19.400,50.135
1997,matematyka,Nakło,kujawsko-pomorskie,17.602,53.142
1997,fizyka,Poznań,wielkopolskie,16.899,52.413
1997,chemia,Piła,wielkopolskie,16.738,53.151
1997,fizyka,Katowice,śląskie,19.023,50.276
1997,chemia,Warszawa,mazowieckie,21.180,52.190
1997,chemia,Opatów,świętokrzyskie,21.419,50.785
1997,biologia,Opatów,świętokrzyskie,21.419,50.785
1997,chemia,Dąbrowa Górnicza,śląskie,19.195,50.322
1997,matematyka,Białystok,podlaskie,23.144,53.112
1997,biologia,Kolbuszowa,podkarpackie,21.769,50.218
1997,matematyka,Susz,warmińsko-mazurskie,19.397,53.710
1997,humanistyka,Kraków,małopolskie,19.883,50.074
1997,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,humanistyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,chemia,Krzemienica,podkarpackie,22.190,50.073
1997,informatyka,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Katowice,śląskie,19.023,50.276
1997,historia,Katowice,śląskie,19.023,50.276
1997,matematyka,Krzywe Koło,pomorskie,18.804,54.174
1997,fizyka,Opoczno,łódzkie,20.279,51.375
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,fizyka,Sieradz,łódzkie,18.730,51.596
1997,informatyka,Libiąż,małopolskie,19.330,50.110
1997,fizyka,Warszawa,mazowieckie,21.003,52.238
1997,chemia,Kędzierzyn-Koźle,,18.238,50.355
1997,fizyka,Nakło,kujawsko-pomorskie,17.602,53.142
1997,fizyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,humanistyka,Gdańsk,pomorskie,18.611,54.387
1997,humanistyka,Katowice,śląskie,19.023,50.276
1997,matematyka,Mielec,podkarpackie,21.424,50.287
1997,matematyka,Katowice,śląskie,19.023,50.276
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,balet,Warszawa,mazowieckie,21.003,52.238
1997,humanistyka,Rzeszów,podkarpackie,22.058,50.032
1997,humanistyka,Resko,zachodniopomorskie,15.476,53.805
1997,plastyka,Wilczęta,warmińsko-mazurskie,19.886,54.170
1997,informatyka,Knyszyn,podlaskie,22.959,53.333
1997,chemia,Chodzież,wielkopolskie,16.909,52.984
1997,matematyka,Poznań,wielkopolskie,16.925,52.433
1997,fizyka,Warszawa,mazowieckie,21.012,52.230
1997,fizyka,Poznań,wielkopolskie,16.925,52.433
1997,chemia,Radom,mazowieckie,21.147,51.403
1997,humanistyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,informatyka,Sieradz,łódzkie,18.730,51.596
1997,fizyka,Sieradz,łódzkie,18.730,51.596
1997,matematyka,Gdańsk,pomorskie,18.611,54.387
1997,informatyka,Kraków,małopolskie,19.943,50.062
1997,informatyka,Szczecin,zachodniopomorskie,14.590,53.469
1997,astronomia,Zawiercie,śląskie,19.417,50.488
1997,chemia,Tarnów,małopolskie,20.986,50.012
1997,fizyka,Katowice,śląskie,19.023,50.276
1997,humanistyka,Kraków,małopolskie,19.943,50.062
1997,informatyka,Leszno,wielkopolskie,16.594,51.842
1997,plastyka,Libusza,małopolskie,21.238,49.694
1997,plastyka,Poznań,wielkopolskie,16.899,52.413
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,humanistyka,Tomaszów Mazowiecki,łódzkie,20.009,51.531
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,biologia,Warszawa,mazowieckie,21.146,52.238
1997,chemia,Kąkolówka,podkarpackie,22.069,49.853
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,fizyka,Ełk,,22.361,53.846
1997,matematyka,Kobyłka,mazowieckie,21.196,52.339
1997,chemia,Ełk,,22.361,53.846
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,muzyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Poznań,wielkopolskie,16.925,52.433
1997,historia,Nowy Sącz,małopolskie,20.715,49.617
1997,biologia,Nowy Sącz,małopolskie,20.715,49.617
1997,humanistyka,Częstochowa,śląskie,19.120,50.812
1997,astronomia,Grudziądz,kujawsko-pomorskie,18.754,53.484
1997,biologia,Warszawa,mazowieckie,21.058,52.227
1997,chemia,Warszawa,mazowieckie,21.058,52.227
1997,matematyka,Nowe k.Świecia,kujawsko-pomorskie,18.383,53.438
1997,humanistyka,Poznań,wielkopolskie,16.925,52.433
1997,matematyka,Święciechowa,wielkopolskie,16.486,51.868
1997,fizyka,Święciechowa,wielkopolskie,16.486,51.868
1997,matematyka,Pruszków,mazowieckie,20.823,52.158
1997,biologia,Rumia,pomorskie,18.388,54.571
1997,plastyka,Przecław,zachodniopomorskie,14.473,53.374
1997,informatyka,Wicko,pomorskie,17.691,54.705
1997,plastyka,Rzeszów,podkarpackie,22.058,50.032
1997,humanistyka,Skawina,małopolskie,19.819,49.976
1997,fizyka,Włodawa,lubelskie,23.554,51.552
1997,plastyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,fizyka,Grębków,mazowieckie,21.947,52.260
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,astronomia,Rzeszów,podkarpackie,22.058,50.032
1997,fizyka,Rzeszów,podkarpackie,22.058,50.032
1997,chemia,Radom,mazowieckie,21.147,51.403
1997,fizyka,Radom,mazowieckie,21.147,51.403
1997,historia,Lublin,lubelskie,22.543,51.261
1997,plastyka,Kraków,małopolskie,19.943,50.062
1997,nauki społeczne,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Wrocław,dolnośląskie,16.917,51.124
1997,matematyka,Warszawa,mazowieckie,21.058,52.227
1997,fizyka,Szczecin,zachodniopomorskie,14.667,53.377
1997,historia,Szczecin,zachodniopomorskie,14.667,53.377
1997,matematyka,Grębków,mazowieckie,21.947,52.260
1997,chemia,Międzyrzecz,lubuskie,15.554,52.471
1997,chemia,Legnica,dolnośląskie,16.155,51.207
1997,matematyka,Wrocław,dolnośląskie,17.002,51.085
1997,matematyka,Gdańsk,pomorskie,18.611,54.387
1997,historia,Wysokie Mazowieckie,podlaskie,22.439,52.927
1997,matematyka,Rzeszów,podkarpackie,22.058,50.032
1997,humanistyka,Wysokie Mazowieckie,podlaskie,22.439,52.927
1997,informatyka,Warszawa,mazowieckie,20.952,52.273
1997,filozofia,Warszawa,mazowieckie,21.180,52.190
1997,fizyka,Giżycko,warmińsko-mazurskie,21.767,54.036
1997,astronomia,Giżycko,warmińsko-mazurskie,21.767,54.036
1997,humanistyka,Wrocław,dolnośląskie,16.917,51.124
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,fizyka,Warszawa,mazowieckie,21.058,52.227
1997,astronomia,Warszawa,mazowieckie,21.003,52.238
1997,humanistyka,Sosnowiec,śląskie,19.176,50.267
1997,fizyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Sulików,dolnośląskie,15.082,51.091
1997,chemia,Sulików,dolnośląskie,15.082,51.091
1997,chemia,Skierniewice,łódzkie,20.158,51.955
1997,matematyka,Kraków,małopolskie,19.883,50.074
1997,matematyka,Zielona Góra,lubuskie,15.522,51.943
1997,chemia,Człuchów,pomorskie,17.359,53.667
1997,muzyka,Szczecin,zachodniopomorskie,14.590,53.469
1997,matematyka,Kraków,małopolskie,19.883,50.074
1997,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,biologia,Opatów,świętokrzyskie,21.419,50.785
1997,chemia,Tarnów,małopolskie,20.986,50.012
1997,matematyka,Sulików,dolnośląskie,15.082,51.091
1997,historia,Warszawa,mazowieckie,21.003,52.238
1997,technika,Gdańsk,pomorskie,18.611,54.387
1997,humanistyka,Warszawa,mazowieckie,21.003,52.238
1997,informatyka,Gdańsk,pomorskie,18.611,54.387
1997,astronomia,Radzyń Podlaski,lubelskie,22.622,51.783
1997,informatyka,Gdańsk,pomorskie,18.611,54.387
1997,humanistyka,Kielce,świętokrzyskie,20.639,50.842
1997,matematyka,Pasym,warmińsko-mazurskie,20.783,53.648
1997,filozofia,Łódź,łódzkie,19.452,51.801
1997,informatyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,plastyka,Białystok,podlaskie,23.144,53.112
1997,plastyka,Białystok,podlaskie,23.144,53.112
1997,informatyka,Gdynia,pomorskie,18.509,54.526
1997,chemia,Opatów,świętokrzyskie,21.419,50.785
1997,matematyka,Kożuchów,lubuskie,15.575,51.762
1997,informatyka,Kraków,małopolskie,19.883,50.074
1997,matematyka,Ryjewo,pomorskie,18.977,53.836
1997,biologia,Poznań,wielkopolskie,16.899,52.413
1997,historia,Płochocin,mazowieckie,20.705,52.211
1997,fizyka,Kraków,małopolskie,19.883,50.074
1997,informatyka,Kraków,małopolskie,19.943,50.062
1997,informatyka,Środa Wlkp.,wielkopolskie,17.276,52.229
1997,matematyka,Środa Wlkp.,wielkopolskie,17.276,52.229
1997,geografia,Płochocin,mazowieckie,20.705,52.211
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,historia,Kraków,małopolskie,19.943,50.062
1997,matematyka,Gdańsk,pomorskie,18.611,54.387
1997,nauki społeczne,Siedlce,mazowieckie,22.305,52.156
1997,chemia,Olkusz,małopolskie,19.566,50.281
1997,historia,Lubaczów,podkarpackie,23.139,50.156
1997,informatyka,Chojnice,pomorskie,17.557,53.694
1997,nauki społeczne,Mircze,lubelskie,23.942,50.651
1997,matematyka,Chojnice,pomorskie,17.557,53.694
1997,plastyka,Warszawa,mazowieckie,21.180,52.190
1997,biologia,Lębork,pomorskie,17.753,54.545
1997,fizyka,Rzeszów,podkarpackie,22.058,50.032
1997,matematyka,Zielona Góra,lubuskie,15.522,51.943
1997,chemia,Kętrzyn,warmińsko-mazurskie,21.375,54.077
1997,matematyka,Kętrzyn,warmińsko-mazurskie,21.375,54.077
1997,historia,Poznań,wielkopolskie,16.899,52.413
1997,matematyka,Opole,opolskie,17.977,50.673
1997,matematyka,Koluszki,łódzkie,19.865,51.749
1997,humanistyka,Kraków,małopolskie,19.943,50.062
1997,humanistyka,Mircze,lubelskie,23.942,50.651
1997,filozofia,Sopot,pomorskie,18.508,54.442
1997,historia,Toruń,kujawsko-pomorskie,18.598,53.014
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Warszawa,mazowieckie,21.058,52.227
1997,technika,Siedlce,mazowieckie,22.305,52.156
1997,historia,Warszawa,mazowieckie,20.952,52.273
1997,humanistyka,Kraków,małopolskie,19.883,50.074
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,humanistyka,Olsztyn,warmińsko-mazurskie,20.469,53.761
1997,astronomia,Andrychów,małopolskie,19.338,49.852
1997,matematyka,Andrychów,małopolskie,19.338,49.852
1997,fizyka,Włodawa,lubelskie,23.554,51.552
1997,humanistyka,Józefów,mazowieckie,21.235,52.137
1997,matematyka,Tarnów,małopolskie,20.986,50.012
1997,matematyka,Ełk,,22.361,53.846
1997,humanistyka,Wrocław,dolnośląskie,16.917,51.124
1997,informatyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Katowice,śląskie,19.023,50.276
1997,historia,Bielawa,dolnośląskie,16.618,50.652
1997,humanistyka,Kielce,świętokrzyskie,20.639,50.842
1997,humanistyka,Wieliczka,małopolskie,20.065,49.987
1997,fizyka,Mielec,podkarpackie,21.424,50.287
1997,historia,Kraków,małopolskie,19.883,50.074
1997,humanistyka,Tarnów,małopolskie,20.986,50.012
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,informatyka,Ostrowiec Świętokrz.,świętokrzyskie,21.385,50.930
1997,matematyka,Ostrowiec Świętokrz.,świętokrzyskie,21.385,50.930
1997,fizyka,Łódź,łódzkie,19.456,51.759
1997,historia,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Żelechów,mazowieckie,21.864,51.798
1997,humanistyka,Żelechów,mazowieckie,21.864,51.798
1997,wielokierunkowe,Białystok,podlaskie,23.144,53.112
1997,informatyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,biologia,Gdynia,pomorskie,18.509,54.526
1997,matematyka,Sierpc,mazowieckie,19.677,52.855
1997,matematyka,Bulkowo,mazowieckie,20.120,52.544
1997,biologia,Płock,mazowieckie,19.707,52.546
1997,humanistyka,Poznań,wielkopolskie,16.899,52.413
1997,matematyka,Radom,mazowieckie,21.147,51.403
1997,matematyka,Lublin,lubelskie,22.543,51.261
1997,chemia,Szczecin,zachodniopomorskie,14.667,53.377
1997,matematyka,Kraków,małopolskie,19.943,50.062
1997,humanistyka,Mosina,wielkopolskie,16.849,52.234
1997,fizyka,Lututów,łódzkie,18.455,51.354
1997,humanistyka,Kraków,małopolskie,19.943,50.062
1997,humanistyka,Zabrze,śląskie,18.786,50.325
1997,humanistyka,Warszawa,mazowieckie,20.952,52.273
1997,geografia,Gdynia,pomorskie,18.509,54.526
1997,humanistyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Radom,mazowieckie,21.147,51.403
1997,matematyka,Pionki,mazowieckie,21.450,51.476
1997,informatyka,Piastów,mazowieckie,20.840,52.185
1997,matematyka,Gdynia,pomorskie,18.509,54.526
1997,matematyka,Łąck,mazowieckie,19.636,52.451
1997,biologia,Konin,wielkopolskie,18.251,52.223
1997,fizyka,Łąck,mazowieckie,19.636,52.451
1997,historia,Przemyśl,podkarpackie,22.768,49.784
1997,biologia,Rumia,pomorskie,18.388,54.571
1997,matematyka,Kraków,małopolskie,19.943,50.062
1997,biologia,Konin,wielkopolskie,18.251,52.223
1997,fizyka,Pionki,mazowieckie,21.450,51.476
1997,plastyka,Słocina,podkarpackie,22.054,50.018
1997,matematyka,Iława,warmińsko-mazurskie,19.568,53.596
1997,astronomia,Łąck,mazowieckie,19.636,52.451
1997,matematyka,Wrocław,dolnośląskie,16.917,51.124
1997,humanistyka,Kraków,małopolskie,19.883,50.074
1997,informatyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Warszawa,mazowieckie,20.952,52.273
1997,humanistyka,Wrocław,dolnośląskie,16.917,51.124
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,informatyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Piła,wielkopolskie,16.738,53.151
1997,fizyka,Rzeszów,podkarpackie,22.058,50.032
1997,humanistyka,Warszawa,mazowieckie,21.058,52.227
1997,fizyka,Białystok,podlaskie,23.144,53.112
1997,plastyka,Pionki,mazowieckie,21.450,51.476
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,biologia,Wrocław,dolnośląskie,16.917,51.124
1997,plastyka,Warszawa,mazowieckie,21.180,52.190
1997,chemia,Pionki,mazowieckie,21.450,51.476
1997,humanistyka,Mszana Dolna,małopolskie,20.074,49.680
1997,matematyka,Barcin,kujawsko-pomorskie,17.933,52.844
1997,chemia,Piła,wielkopolskie,16.738,53.151
1997,geografia,Warszawa,mazowieckie,21.003,52.238
1997,biologia,Serokomia,lubelskie,22.323,51.696
1997,matematyka,Żagań,lubuskie,15.325,51.618
1997,fizyka,Serokomia,lubelskie,22.323,51.696
1997,matematyka,Poznań,wielkopolskie,16.899,52.413
1997,humanistyka,Gdańsk,pomorskie,18.611,54.387
1997,plastyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Kraków,małopolskie,19.943,50.062
1997,chemia,Kowala,mazowieckie,21.110,51.314
1997,matematyka,Wrocław,dolnośląskie,17.029,51.103
1997,biologia,Gdańsk,pomorskie,18.611,54.387
1997,informatyka,Mszana Dolna,małopolskie,20.074,49.680
1997,humanistyka,Mszana Dolna,małopolskie,20.074,49.680
1997,fizyka,Kraków,małopolskie,19.883,50.074
1997,biologia,Chełm,lubelskie,23.471,51.143
1997,matematyka,Częstochowa,śląskie,19.120,50.812
1997,informatyka,Radom,mazowieckie,21.147,51.403
1997,informatyka,Rzeszów,podkarpackie,22.058,50.032
1997,astronomia,Szamotuły,wielkopolskie,16.596,52.589
1997,humanistyka,Opole,opolskie,17.977,50.673
1997,informatyka,Poznań,wielkopolskie,16.899,52.413
1997,historia,Opole,opolskie,17.977,50.673
1997,matematyka,Dylągówka,podkarpackie,22.200,49.911
1997,chemia,Witanowice,małopolskie,19.530,49.931
1997,astronomia,Witanowice,małopolskie,19.530,49.931
1997,biologia,Szczecin,zachodniopomorskie,14.667,53.377
1997,matematyka,Mielec,podkarpackie,21.424,50.287
1997,biologia,Ełk,,22.361,53.846
1997,matematyka,Wrocław,dolnośląskie,16.917,51.124
1997,chemia,Gdańsk,pomorskie,18.611,54.387
1997,informatyka,Gdańsk,pomorskie,18.611,54.387
1997,filozofia,Zdzieszowice,opolskie,18.108,50.447
1997,astronomia,Radom,mazowieckie,21.147,51.403
1997,chemia,Wierzbno,lubuskie,15.801,52.567
1997,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,matematyka,Żagań,lubuskie,15.325,51.618
1997,fizyka,Wierzbno,lubuskie,15.801,52.567
1997,informatyka,Kraków,małopolskie,19.883,50.074
1997,informatyka,Jarocin,wielkopolskie,17.513,51.971
1997,humanistyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,biologia,Nowy Sącz,małopolskie,20.715,49.617
1997,matematyka,Kraków,małopolskie,19.943,50.062
1997,matematyka,Toruń,kujawsko-pomorskie,18.598,53.014
1997,matematyka,Łomża,podlaskie,22.059,53.178
1997,historia,Warszawa,mazowieckie,21.003,52.238
1997,plastyka,Kalisz,wielkopolskie,18.085,51.767
1997,matematyka,Rypin,kujawsko-pomorskie,19.409,53.066
1997,humanistyka,Poznań,wielkopolskie,16.899,52.413
1997,biologia,Nawojowa,małopolskie,20.738,49.537
1997,matematyka,Nowy Sącz,małopolskie,20.715,49.617
1997,biologia,Poznań,wielkopolskie,16.899,52.413
1997,informatyka,Warszawa,mazowieckie,20.952,52.273
1997,biologia,Nowy Sącz,małopolskie,20.715,49.617
1997,fizyka,Inowrocław,kujawsko-pomorskie,18.256,52.799
1997,humanistyka,Busko-Zdrój,świętokrzyskie,20.719,50.470
1997,historia,Toruń,kujawsko-pomorskie,18.598,53.014
1997,chemia,Lębork,pomorskie,17.753,54.545
1997,humanistyka,Łódź,łódzkie,19.452,51.801
1997,humanistyka,Barszczewo,podlaskie,23.015,53.126
1997,humanistyka,Kraków,małopolskie,19.883,50.074
1997,filozofia,Warszawa,mazowieckie,20.952,52.273
1997,fizyka,Warszawa,mazowieckie,21.180,52.190
1997,chemia,Inowrocław,kujawsko-pomorskie,18.256,52.799
1997,fizyka,Działoszyn,łódzkie,18.824,51.109
1997,historia,Chełm,lubelskie,23.471,51.143
1997,filozofia,Kraków,małopolskie,19.943,50.062
1997,chemia,Warszawa,mazowieckie,21.146,52.238
1997,humanistyka,Poznań,wielkopolskie,16.899,52.413
1997,chemia,Bełchatów,łódzkie,19.356,51.369
1997,muzyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,historia,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1997,humanistyka,Biłgoraj,lubelskie,22.722,50.541
1997,matematyka,Bełchatów,łódzkie,19.356,51.369
1997,humanistyka,Kraków,małopolskie,19.943,50.062
1997,matematyka,Kielce,świętokrzyskie,20.639,50.842
1997,historia,Burzenin,łódzkie,18.807,51.459
1997,historia,Nowy Sącz,małopolskie,20.715,49.617
1997,informatyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,matematyka,Kalety,śląskie,18.883,50.565
1997,informatyka,Nowy Sącz,małopolskie,20.715,49.617
1997,matematyka,Kęty,małopolskie,19.221,49.878
1997,historia,Olsztyn,warmińsko-mazurskie,20.469,53.761
1997,historia,Poznań,wielkopolskie,16.899,52.413
1997,humanistyka,Nowy Sącz,małopolskie,20.715,49.617
1997,matematyka,Warszawa,mazowieckie,21.180,52.190
1997,humanistyka,Olsztyn,warmińsko-mazurskie,20.469,53.761
1997,chemia,Katowice,śląskie,19.023,50.276
1997,matematyka,Rzeszów,podkarpackie,22.058,50.032
1997,matematyka,Zbiersk Kolonia,wielkopolskie,18.164,51.951
1998,filozofia,Warszawa,mazowieckie,20.952,52.273
1998,biologia,Nowy Sącz,małopolskie,20.715,49.617
1998,nauki społeczne,Siedlce,mazowieckie,22.305,52.156
1998,historia,Kalisz,wielkopolskie,18.085,51.767
1998,biologia,Gdynia,pomorskie,18.509,54.526
1998,chemia,Kowala,mazowieckie,21.110,51.314
1998,nauki społeczne,Kraków,małopolskie,19.883,50.074
1998,humanistyka,Słupsk,pomorskie,17.028,54.464
1998,historia,Kraków,małopolskie,19.943,50.062
1998,matematyka,Gdynia,pomorskie,18.509,54.526
1998,humanistyka,Częstochowa,śląskie,19.120,50.812
1998,fizyka,Rzeszów,podkarpackie,22.058,50.032
1998,geografia,Dębica,podkarpackie,21.412,50.052
1998,chemia,Łowicz,łódzkie,19.945,52.107
1998,plastyka,Warszawa,mazowieckie,21.180,52.190
1998,fizyka,Ostrowite,kujawsko-pomorskie,19.248,53.051
1998,plastyka,Kraków,małopolskie,19.943,50.062
1998,humanistyka,Bytów,pomorskie,17.492,54.171
1998,chemia,Sosnowiec,śląskie,19.176,50.267
1998,biologia,Lębork,pomorskie,17.753,54.545
1998,historia,Toruń,kujawsko-pomorskie,18.598,53.014
1998,biologia,Wisła-Uzdrowisko,śląskie,18.899,49.631
1998,chemia,Olkusz,małopolskie,19.566,50.281
1998,matematyka,Lubin,dolnośląskie,16.194,51.404
1998,matematyka,Toruń,kujawsko-pomorskie,18.598,53.014
1998,informatyka,Nowy Sącz,małopolskie,20.715,49.617
1998,informatyka,Warszawa,mazowieckie,20.952,52.273
1998,historia,Warszawa,mazowieckie,21.180,52.190
1998,informatyka,Kraków,małopolskie,19.883,50.074
1998,matematyka,Knurów,śląskie,18.644,50.212
1998,chemia,Lębork,pomorskie,17.753,54.545
1998,biologia,Legnica,dolnośląskie,16.155,51.207
1998,plastyka,Przecław,zachodniopomorskie,14.473,53.374
1998,informatyka,Lublin,lubelskie,22.543,51.261
1998,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
1998,matematyka,Szczytno,warmińsko-mazurskie,20.995,53.564
1998,humanistyka,Wieliczka,małopolskie,20.065,49.987
1998,historia,Zielona Góra,lubuskie,15.522,51.943
1998,historia,Radom,mazowieckie,21.147,51.403
1998,humanistyka,Skawina,małopolskie,19.819,49.976
1998,humanistyka,Leszno,wielkopolskie,16.594,51.842
1998,fizyka,Łódź,łódzkie,19.456,51.759
1998,humanistyka,Zabrze,śląskie,18.786,50.325
1998,informatyka,Radom,mazowieckie,21.147,51.403
1998,fizyka,Warszawa,mazowieckie,21.058,52.227
1998,matematyka,Nowy Sącz,małopolskie,20.715,49.617
1998,humanistyka,Wołomin,mazowieckie,21.242,52.339
1998,fizyka,Warszawa,mazowieckie,21.180,52.190
1998,matematyka,Warszawa,mazowieckie,20.952,52.273
1998,chemia,Łowicz,łódzkie,19.945,52.107
1998,humanistyka,Poznań,wielkopolskie,16.925,52.433
1998,biologia,Chojnice,pomorskie,17.557,53.694
1998,matematyka,Warszawa,mazowieckie,21.058,52.227
1998,matematyka,Gdańsk,pomorskie,18.611,54.387
1998,matematyka,Kraków,małopolskie,19.943,50.062
1998,humanistyka,Kraków,małopolskie,19.883,50.074
1998,chemia,Międzyrzecz,lubuskie,15.554,52.471
1998,filozofia,Warszawa,mazowieckie,21.180,52.190
1998,historia,Chełm,lubelskie,23.471,51.143
1998,chemia,Chodzież,wielkopolskie,16.909,52.984
1998,geografia,Legnica,dolnośląskie,16.155,51.207
1998,humanistyka,Resko,zachodniopomorskie,15.476,53.805
1998,historia,Nowy Sącz,małopolskie,20.715,49.617
1998,biologia,Kielce,świętokrzyskie,20.639,50.842
1998,humanistyka,Olsztyn,warmińsko-mazurskie,20.469,53.761
1998,balet,Warszawa,mazowieckie,21.003,52.238
1998,matematyka,Rzeszów,podkarpackie,22.058,50.032
1998,informatyka,Warszawa,mazowieckie,21.180,52.190
1998,matematyka,Warszawa,mazowieckie,20.952,52.273
1998,matematyka,Wykroty,dolnośląskie,15.282,51.237
